company_name,title,job_title,job_summary,city,state,id
"Medassist, A Firstsource Company",Data Analyst,Data Analyst,"This position is responsible for performing data exploration, analysis and turns it into insights for our customers.",Columbus, OH,159
"PRIME AE Group, Inc.",Data Analyst,Junior Business Analyst,"3SG Plus (www.3sgplus.com), a certified Hyland OnBase reseller located in north Columbus, Ohio, is seeking an entry level Junior Business Analyst to join our…",Columbus, OH,160
"Redwood Living, Inc.",Data Analyst,Senior Business Analyst,"At Redwood, we know we are only as successful as the people who power us. Our employees are passionate, they are talented, they are empowered to make decisions…",Independence, OH,161
Great American Insurance Group,Data Analyst,Senior Business Analyst,"5 or more years of related experience that includes experience in designing, coding, testing, debugging, documenting. Acts as a liaison between business and IT.",Richfield, OH,162
Ohio State University Medical Center,Data Scientist,Data Analytics Specialist,Data Analytics Specialist (Job Opening 453448) - The Data Analytics Specialist participates in data analysis and research projects to solve problems and provide…,Columbus, OH,163
SOSi,Data Analyst,Business Data Analyst,"For 30 years, clients in the private and public sectors have relied upon SOS International LLC (SOSi) for critical operations in the world’s most challenging…",Dayton, OH,164
Fast Switch,Data Analyst,Business Analyst,"5 years of experience managing requirements on several projects at the same time. Our client in Columbus, Ohio is seeking a Business Analyst for a six month…",Columbus, OH,165
Nationwide Children's Hospital,Data Analyst,RDC Data Analyst- Research Information Services,"Full time, benefits eligible, Monday - Friday. We are seeking a RDC Data Analyst in Research Information Services. They’ll tell you it’s More Than a Job.",Columbus, OH,166
Standard Textile,Data Analyst,Healthcare Data Analyst,Minimum of 1 to 3 years in a related business role or equivalent coursework with demonstrated ability to succeed. We hold ourselves to a higher standard.,Cincinnati, OH,167
NCP Finance,Data Analyst,DBA/ Data Analyst,Able to combine aggregate and detail data in a single query -. NCP’s primary business is consumer lending. The DBA/Data Analyst also reviews and approves the…,Dayton, OH,168
Sherwin-Williams,Data Scientist,"Director, Measurement & Data Analytics","3 years in a supervisory role. Founded in 1866, The Sherwin-Williams Company is a global leader in the manufacture, development, distribution, and sale of…",Cleveland, OH,169
Mercy Health,Data Analyst,System Data Analyst,Thank you for considering a career at Mercy Health! This is what we were meant to do - Together! This position is responsible for providing data analysis…,Cincinnati, OH,170
HORAN,Data Analyst,Data Analyst,"Minimum of 3 years (preferably more) of business experience in the Insurance Industry. Are you a technically oriented, high attention to detail, analytical,…",Cincinnati, OH,171
Dynamic Catholic,Data Analyst,Data Analyst,How about putting those data analysis skills to work in a way that will actually make a lasting impact on the world? Your Typical Day at Dynamic Catholic.,Cincinnati, OH,172
NetJets,Data Analyst,Sr. Data Analyst,"The Data Analyst, Senior will act as a data and business intelligence subject matter expert and work closely with business stakeholders to collect requirements…",Columbus, OH,173
"Lockton, Inc.",Data Analyst,Senior Health Data Analyst,"Must be detail oriented and have excellent time management skills to prioritize workloads, successfully manage multiple projects, and meet time sensitive…",Nova, OH,174
Clear Packaging,Data Analyst,Lab Technician / Data Analyst,"We are a packaging supply testing and consultancy firm, focused on packaging product performance and related customer impacts. Ability to Display Data Usefully.",Cincinnati, OH,175
Memorial Hospital of Union County,Data Analyst,Business Analyst,"Analyze annual, quarterly, monthly and weekly financial reports to verify accuracy. Annual budgets and ensure timely distribution of financials.",Marysville, OH,176
The E.W. Scripps Company,Data Analyst,"Data Analyst, Predictive Modeling","Minimum of 3 years of experience in solving analytical problems using quantitative approaches (or equivalent). Secure final, accurate data files from vendors.",Cincinnati, OH,177
Asurint,Data Analyst,Senior Business Analyst,"5 years in business analysis or related fields required. At Asurint, we’re building a leading information-based technology company in Cleveland, Ohio.",Cleveland, OH,178
Accelerated Analytics,Data Analyst,Business Analyst,"Accelerated Analytics is the provider of choice for retail Point of Sale (POS) data. We have been collecting, analyzing, and reporting on POS and EDI 852 data…",Canton, OH,179
JPMorgan Chase,Data Analyst,CCB - Risk Analytics - Customer Risk Data Analyst - Associate,"Bachelor’s Degree in related business, technical, or quantitative field with 5 years of relevant experience or Master’s Degree with 3 years of relevant…",Columbus, OH,180
American Chemical Society,Data Analyst,Data Analytics Intern,"CAS uses unparalleled scientific content, specialized technology and unmatched human expertise to help R&D organizations across Commercial, Government and…",Columbus, OH,181
METROHEALTH MEDICAL CENTER,Data Analyst,Business Analyst-Office of Opioid Safety,"The MetroHealth System is an essential health system committed to providing health care to everyone in Cuyahoga County, Ohio, and improving the health of the…",Cleveland, OH,182
National Church Residences,Data Analyst,Data Analyst,"Do you love spending time with data, trends and findings? Join our team and live the mission with National Church Residences!",Columbus, OH,183
National Interstate Insurance Company,Data Analyst,Data Analytics Intern - Summer 2020,"National Interstate is a member of Great American Insurance Group. As one of the leading commercial transportation insurers in the nation, we offer risk…",Richfield, OH,184
Owens-Illinois,Data Analyst,Data Science Intern - Global HQ,Remember the last time you opened a bottle of champagne? A cold beer after a hard day’s work or a bottle of sparkling mineral water to quench your thirst?,Perrysburg, OH,185
Cincinnati Eye Institute,Data Analyst,Data Analyst,"0110 - CVP Blue Ash - Cincinnati, OH. This position will be responsible for conducting detailed analysis and evaluation of financial and operational performance…",Cincinnati, OH,186
Randstad Professionals,Data Analyst,Business Analyst - Finance,"Looking for a contractor to help with repetitive aspects of process this role supports, which are driven by system defects. Find root cause of data rejections.",Dublin, OH,187
Prosource,Data Analyst,Business Analyst,Translating solution discovery into software implementations that meet business goals. Defining business requirements and reporting them back to stakeholders.,West Chester, OH,188
University Hospitals,Data Analyst,Oracle Finance/Hyperion Business Analyst II,Minimum 3 years of experience as an application analyst required. The Oracle Business Analyst is responsible for the maintenance and support of the Oracle…,Shaker Heights, OH,189
McGraw-Hill,Data Analyst,Talent Acquisition Data Analyst Intern (Part-Time),"As an Intern at McGraw-Hill, you become part of a company that impacts millions of students and teachers every day. Your contribution to the team includes:",Columbus, OH,190
WebPresented,Data Analyst,Business Analyst,WebPresented is an innovative software company that is quickly growing into a leader of business intelligence and Customer Relationship Management (CRM)…,Columbus, OH,191
Heitmeyer Consulting,Data Analyst,Business Analyst,Citizens and Green Card Holders are encouraged to apply. We are unable to sponsor candidates at this time. The ideal candidate will have consulting experience.,Columbus, OH,192
"Yashco Systems, Inc.",Data Analyst,Sr. Business Analyst,"Business Analyst (Multiple Positions with National Placement out of Franklin County, OH) Minimum of either a Bachelors degree and five (5) years of experience…",Hilliard, OH,193
Nitor,Data Analyst,Business Analyst,The primary focus of the Business Analyst is to provide general support to our clients’ projects and work closely with other Nitor Project Managers.,Cleveland, OH,194
BLS Revecore,Data Analyst,Physician Services Data Analyst,Impeccable attention to detail and accuracy. The Physician Services Data Analyst works at the cutting edge of some of our most important business and service…,Township of Liberty, OH,195
